"newspaper","location","circulation","e2016","e2012","link","lat","lng","blurb"
"The Providence Journal","Providence, RI",99908,"C","Barack Obama","http://www.providencejournal.com/opinion/20161015/editorial-hillary-clinton-for-president",41.8239891,-71.4128343,"In this environment, there is one candidate who has the intellect, calmness, toughness and experience to lead America through these troubled times. That is why we enthusiastically endorse Democrat Hillary Clinton for president."
"Philadelphia Daily News","Philadelphia, PA",99103,"C","Barack Obama","http://www.philly.com/philly/opinion/20161028_We_endorse_Hillary_for_president.html",39.951668,-75.154126,"Washington is deeply flawed and sometimes even destructive. But as the organizing body of its people, government should work to benefit all. There&rsquo;s no question that Hillary Clinton&rsquo;s experience, depth and intelligence makes her well-equipped to accomplish this."
"Boston Herald","Boston, MA",96403,"NO","Mitt Romney","http://www.bostonherald.com/opinion/editorials/2016/10/none_of_the_above_for_president",42.3467759,-71.0652931,"Oh, there is a basket of deplorables out there, all right — to borrow a phrase from one of the presidential contenders. But it’s not among the voters. It’s the deplorable presidential choices voters have been handed this election year."
"The Republican","Springfield, MA",96206,"C","Barack Obama","http://www.masslive.com/opinion/index.ssf/2016/10/the_republican_endorses_hillar.html",42.105703,-72.598063,"On Election Day, the informed, practical, experienced, highly intelligent and reliable Clinton will be on the ballot against a huckster, an entertainer whose act, so distressing from its opening in June of last year, has been increasingly difficult to endure over the past 16 months."
"The Spokesman-Review","Spokane, WA",95939,"C","Mitt Romney","http://www.spokesman.com/stories/2016/oct/02/clinton-the-rational-choice-for-president/",47.6587802,-117.4260466,"From puerile feuding, to &lsquo;birtherism,&rsquo; to bigotry, Trump’s candidacy draws out the ugly side of America. He seems incapable of accurately discussing any issue, choosing instead to pull the pin on verbal grenades, many of which blow up in his face. His claim that the election is rigged undermines the very task that thousands of candidates in local, state and national elections have undertaken in earnest."
"Tulsa World","Tulsa, OK",95063,"NO","Mitt Romney","http://www.tulsaworld.com/opinion/editorials/tulsa-world-editorial-endorsement-for-president-none-of-the-above/article_acd669eb-a7c8-51ec-9675-246a990faa9a.html?mode=jqm",36.1539816,-95.992775,"This election, as has been said, is one for the ages: two major party candidates who leave voters with more questions about their character, integrity and policies than anyone can answer."
"Wisconsin State Journal","Madison, WI",93022,"C","Mitt Romney","http://host.madison.com/wsj/opinion/editorial/our-endorsement-hillary-clinton-america-must-get-this-right/article_b526fe64-c2ca-5e3d-807a-0ef4ae23a4d5.html",43.0730517,-89.4012302,"The world needs a U.S. president who can actually lead. Clinton is that leader, and the world needs America to get this right."
"Lexington Herald-Leader","Lexington, KY",88343,"C","Barack Obama","http://www.kentucky.com/opinion/editorials/article108337602.html",38.041687,-84.487869,"There may be emotional satisfaction in shouting about a &lsquo;war on coal&rsquo; and blaming Appalachia’s decades-old problems on President Barack Obama. But when the noise dies down and the election is over, sound bites will do nothing to help rebuild the region.\nClinton has committed to a Marshall Plan for Appalachia and said she will assign her husband, former President Bill Clinton, to see that it gets done."
"Akron Beacon Journal","Akron, OH",88040,"C","Barack Obama","http://www.ohio.com/editorial/editorials/beacon-journal-editorial-board-endorsement-hillary-clinton-for-president-1.714360",41.0814447,-81.5190053,"The focus belongs on the breadth of her record and what Hillary Clinton would bring to the presidency, her appreciation of what it takes to govern and her grasp of how to do so. She is resilient, tested and calm. She knows her way around the partisan battles. The country doesn’t need a revolution. It isn’t a wreck. It requires the right brand of change."
"The Times of Northwest Indiana","Munster, IN",85324,"NO","Mitt Romney","http://www.nwitimes.com/news/opinion/columnists/bob-heisse/bob-heisse-tv-times-election-endorsements-rolling-out/article_c252d93b-5a36-51a3-bb5c-ea73f8569313.html",41.5644798,-87.5125412,"We&rsquo;re endorsing only in races where we can meet and question the candidates. We will not endorse in the presidential race."
"The Daily Press","Newport News, VA",84804,"C","Mitt Romney","http://www.dailypress.com/news/dp-edt-president-endorsement-1023-20161022-story.html",37.0870821,-76.4730122,"Here is a candidate who has said he doesn&rsquo;t trust the generals who guide our military. He has mocked the parents of a dead soldier due to their Muslim faith. And he has belittled John McCain&rsquo;s heroic resistance as a prisoner of war."
"Reno Gazette-Journal","Reno, NV",82745,"C","Mitt Romney","http://www.rgj.com/story/opinion/editorials/2016/10/27/our-view-clinton-president-united-states/92841532/",39.5296329,-119.8138027,"Clinton has often faced grueling hearings and personal attacks, and while she sometimes too cavalierly dismisses criticisms, she has a steady demeanor, she keeps fighting for what she believes in and she generally remains cool under pressure. She is also willing to admit when she is wrong. These are traits needed in a president."
"The News-Sentinel","Fort Wayne, IN",80879,"T","Mitt Romney","http://www.news-sentinel.com/opinion/Let-s-keep-Hillary-Clinton-out-of-the-White-House",41.079273,-85.1393513,"Mike Pence, a man Hoosier State residents know and trust, makes the conservative Trump-Pence ticket the obvious choice for voters."
"Florida Today","Melbourne, FL",80656,"NO","Mitt Romney","http://www.floridatoday.com/story/opinion/columnists/bob-gabordi/2016/10/02/we-didnt-and-not-endorsing-president/91438268/",28.0836269,-80.6081089,"I sometimes wonder – truly – if our brand of democracy will survive the current polarization and anger. It has become popular to denigrate and demonize people who disagree with our own opinions. Instead of intellectually debating a newspaper opinion or columnist, we now threaten to put them out of business, to literally shut down debate so that the only voices that can be heard are those that sound exactly like our own."
"Ventura County Star","Camarillo, CA",80494,"C","Barack Obama","http://www.vcstar.com/story/opinion/editorials/2016/10/07/editorial-hillary-clinton-should-our-next-president/91689296/",34.2163937,-119.0376023,"Hillary Clinton is a leader. She understands the world. She knows how to govern. She has spent a lifetime advocating for, and helping to enact, change for women, children and impoverished individuals from Alabama to Sudan. She has demonstrated, through 45 years of commitment to improving the world, that she knows how to carry out her vision for the betterment of each of us."
"The Register-Guard","Eugene, OR",77256,"C","Barack Obama","http://registerguard.com/rg/opinion/34887735-78/clinton--but-mostly-not-trump.html.csp",44.086112,-123.052019,"In no respect are Clinton and Trump equally qualified. Where Clinton has a life of public service, Trump has a career dedicated to private gain. Where Clinton is comprehensively well-informed, Trump is boastfully ignorant. For every exaggeration and evasion from Clinton come a dozen outright fabrications from Trump. The candidates are as different as respect and scorn, as humility and pride, as hope and fear."
"New Haven Register","New Haven, CT",74420,"NO","Barack Obama","http://www.nhregister.com/opinion/20161102/editorial-hillary-clinton-is-prepared-to-shatter-the-glass-ceiling-but-do-voters-want-her",41.333032,-72.87497,"[G]iven that a vast swathe of the American public very much sees one or the other of these candidates as the lesser of two evils, the decision was made to offer fair information here about the positive and negative attributes of both candidates."
"The Post and Courier","Charleston, SC",74027,"J","Mitt Romney","http://www.postandcourier.com/opinion/editorials/a-liberating-presidential-vote-solution/article_8b22f73a-a2bd-11e6-b62a-e3d04d5923e5.html",32.776475,-79.931051,"Mr. Johnson established a solid record as a fiscally conservative governor of New Mexico from 1995 to 2003, earning re-election by a large margin in a state that has voted for the Democratic nominee in five of the last presidential elections."
"LNP","Lancaster, PA",72147,"C","Split endorsements","http://lancasteronline.com/opinion/editorials/choosing-a-president-in-a-contentious-election-year/article_1975ab5e-94ae-11e6-8abb-2b437a0a4a55.html",40.0378755,-76.3055144,"Both Trump and Clinton are polarizing figures. But Clinton at least has some record of working with people from across the aisle. While a U.S. senator from New York, she pushed to ensure that 9/11 responders and ground zero workers got the medical care they needed."
"York Daily Record","York, PA",71315,"NT","Barack Obama","http://www.ydr.com/story/opinion/editorials/2016/10/11/ydr-editorial-board-dont-vote-trump-editorial/91889476/",39.9625984,-76.727745,"In the end, it’s hard to believe these are the best candidates the two major parties can field. Mr. Trump is right about one thing. We really do need to make America great again. And we need to start at the grassroots – by raising up better candidates and leaders."
"The Record","Stockton, CA",71086,"C","Barack Obama","http://www.recordnet.com/opinion/20161008/record-endorsements-president-clinton-best-for-country",37.9577016,-121.2907796,"This country is too great to elect such a non-qualified person as Trump as its president. Hillary Clinton is the only choice."
"The Post-Standard","Syracuse, NY",69412,"C","No endorsement","http://www.syracuse.com/opinion/index.ssf/2016/10/editorial_endorsement_hillary_clinton_for_president_in_2016.html",43.0481221,-76.1474244,"Of these four less-than-ideal candidates, the Syracuse Media Group editorial board endorses Clinton  for her knowledge, her experience, her empathy, her steadiness under fire and her willingness to reach across the aisle for bipartisan solutions to the complex problems we face."
"Peoria Journal Star","Peoria, IL",68791,"C","Mitt Romney","http://www.pjstar.com/opinion/20161015/editorial-for-us-president-trump-unfit-clinton-by-default",40.6936488,-89.5889864,"We flirted with a non-endorsement, but concluded that would be a cop-out, an abdication of the role and responsibility of any self-respecting opinion page. That&rsquo;s especially so given our concerns go well beyond policy differences to the potential danger posed by one of the candidates, who threatens to take a sledgehammer to the very pillars of our republic."
"Connecticut Post","Bridgeport, CT",68497,"C","","http://www.ctpost.com/news/article/Editorial-Hillary-Clinton-for-president-10420804.php",41.2359305,-73.0356611,"Sonic blasts of rancor from Donald Trump have obscured communication in recent months. Trump has been the funhouse mirror version of a candidate, but the lights are about to be shut down on this carnival and we’re a little queasy from the ride."
"The Modesto Bee","Modesto, CA",68000,"C","No endorsement","http://www.modbee.com/opinion/editorials/article108365957.html",37.6995599,-121.0539696,"What doesn’t concern us, though, are her ideas, qualifications and demeanor. Throughout this campaign, the debates and vicious internet attacks, she has shown that she has what it takes to lead."
"The Huntsville Times","Huntsville, AL",67286,"C","No endorsement","http://www.itemonline.com/opinion/editorials/guest-editorial-only-choice-for-president-is-clinton/article_c8b165c5-ee31-5134-8aa6-e7336410dd9f.html",34.7330408,-86.585251,"Trump shows little understanding of the complexities of domestic and international challenges. His thin skin, impulsiveness and temperament make him a high risk in tense situations. He offers no ideas on how to address increasing racial unrest in urban cities. He cavalierly promises to destroy ISIS with military power and illegal torture."
"Charleston Gazette-Mail","Charleston, WV",65234,"C","Mitt Romney","http://www.wvgazettemail.com/gazette-endorsements/20161014/gazette-endorsement-hillary-clinton-for-president",38.3498195,-81.6326234,"By any measure, she is qualified to be president, certainly the most qualified of any candidate in this election. More qualified, Bill Clinton said, than either he or Barack Obama when they asked Americans for their votes.\nYet, there is something else. Hillary has blue-collar roots, from growing up as the daughter of a drapery maker in small-town Illinois, to representing not only urban but also rural New York state. She has spent time in communities like the ones all over West Virginia. That’s not a requirement to be a good president, but it is a comfort when it happens."
"The Press of Atlantic City","Atlantic City, NJ",63824,"NO","","http://www.pressofatlanticcity.com/opinion/editorials/media-s-job-is-to-help-voters-make-informed-choices/article_0cf59776-ffaa-5fb6-a352-b16cba2b924e.html",39.3642834,-74.4229266,"Telling readers how to vote, however, is contrary to the mission of newspapers and other media, which is to extend the public’s experience and perspectives. Newsgathering organizations give the public eyes, ears and memory beyond the capability of an individual. People want them to be reliable and credible. When the media start making judgments, their audiences wonder if they’re altering their content to support that judgment too."
"The Scranton Times-Tribune","Scranton, PA",63351,"C","Barack Obama","http://thetimes-tribune.com/opinion/hillary-clinton-for-president-1.2107535",41.408969,-75.6624122,"Mr. Trump, like former Democratic candidate Sen. Bernie Sanders, has struck a chord among many Americans who believe that they have been betrayed by government, who are economically buffeted by globalization, market forces and technology, and believe that Washington leaves them nowhere to turn. Their concerns are legitimate and should be a priority of the next president and Congress, regardless of who holds the majority.\nBut Mr. Trump also has struck a chord among racists, misogynists, xenophobes, isolationists and any number of other fringe players whose interests are self-satisfying score-settling rather than the future of the United States."
"Chattanooga Times Free Press","Chattanooga, TN",63072,"NO","Gary Johnson","http://www.timesfreepress.com/news/opinion/freepress/story/2016/oct/16/cooper-shocking-disappointment/392143/",35.0456297,-85.3096801,"[T]he Democratic nominee, former Secretary of State Hillary Clinton, represents an anathema to everything this page has stood for — smaller government, lower taxes, the rule of law, a market-driven economy, strong family values."
"The Herald","Everett, WA",62520,"C","Barack Obama","http://www.heraldnet.com/opinion/editorial-hillary-clinton-the-clear-choice-for-president/",47.961948,-122.205812,"We could easily fill this page with reasons why Donald Trump should not be our next president. But briefly, not in the nation’s history has there been a presidential candidate for a major party more ill-prepared and devoid of the necessary qualities of character that the Oval Office demands than Trump."
"The Flint Journal","Flint, MI",62466,"C","Barack Obama","http://www.mlive.com/opinion/index.ssf/2016/10/hillary_clinton_is_best_for_mi.html",43.0125274,-83.6874562,"Here at home, many people are struggling to prosper, to find the types of jobs to sustain themselves and a family. Wages have stagnated as the cost of living skyrocketed. The manufacturing jobs that kept food on Michigan tables for decades continue to be replaced by automation or moved overseas. Clinton has fought for working families all her life and has addressed these issues on the campaign trail, pledging to provide tax relief to the middle class and investing $10 billion to bolster American manufacturing."
"Winston-Salem Journal","Winston-Salem, NC",62283,"J","Barack Obama","http://www.journalnow.com/opinion/editorials/decision-gary-johnson-for-president/article_7351cdb6-327e-5cf0-b0d2-9bff7ab6d874.html?mode=jqm",36.0998596,-80.244216,"The inclusion of the Libertarians could set the stage for one of the most exciting races in our history, instead of one of our most depressing. This Libertarian ticket has the potential to transform this race from one about insults and scandals to one about issues and honor."
"Rockford Register Star","Rockford, IL",61879,"C","Barack Obama","http://www.rrstar.com/opinion/20161022/our-view-choosing-in-year-of-unpleasant-choices",42.2711311,-89.0939952,"It’s these actions, more than his puerile behavior or policy ignorance, that make Trump unfit to be president. He just doesn’t get democracy."
"The Gazette","Colorado Springs, CO",60933,"NO","Mitt Romney","http://gazette.com/editorial-our-hope-for-the-white-house/article/1588451",38.831784,-104.8117711,"The Gazette&rsquo;s editorial board has too many character and trust concerns with each candidate to issue an endorsement."
"The Repository","Canton, OH",60808,"NO","No endorsement","http://www.unionleader.com/editorials/an-editorial----joseph-w-mcquaid-publisher-a-better-choice-for-president-no-need-to-hold-your-nose--20160914",40.7989473,-81.378447,"This year, however, neither Hillary Clinton nor Donald Trump has shown the ability to inspire, to unify or to put an end to the distrust and divisiveness. We see on the horizon more of the same partisan gridlock of which Americans have grown increasingly weary."
"El Nuevo Herald","Miami, FL",59617,"C","","http://www.elnuevoherald.com/opinion-es/en-nuestra-opinion/article108124102.html",25.7616798,-80.1917902,"La afirmación de que Hillary Clinton es el menor de dos males es errónea. Clinton es una mujer pragmática y decidida, de firme convicción política, con un demostrado dominio de la política. Y sí, políticamente ha cometido errores. Pero Donald Trump es un ser humano con graves problemas."
"New Hampshire Union Leader","Manchester, NH",59193,"J","Mitt Romney","http://www.nytimes.com/2016/09/15/us/politics/gary-johnson-union-leader-endorsement.html",43.0037151,-71.4592806,"[Johnson and Weld] would be worth considering under many circumstances. In today’s dark times, they are a bright light of hope and reason."
"Lincoln Journal Star","Lincoln, NE",59089,"C","Barack Obama","http://journalstar.com/news/opinion/editorial/editorial-clinton-is-best-choice-for-president/article_ef553e76-722a-5f57-8334-b564132ba125.html",40.8257625,-96.6851982,"Her opponent, Donald Trump, is one of the worst presidential candidates in history."
"Naples Daily News","Naples, FL",59079,"NO","Mitt Romney","http://www.naplesnews.com/story/opinion/editorials/2016/10/09/editorial-month-until-nov-8-endorsements-begin/91731252/",26.1420358,-81.7948103,"A week ago, USA TODAY’s editorial board took a stand for the first time in the publication’s 34 years by recommending voters choose anyone but Trump. We decided not to publish that editorial because it takes a side, which we’d already decided we aren’t going to do."
"The Columbian","Vancouver, WA",58756,"C","Mitt Romney","http://www.columbian.com/news/2016/oct/16/in-our-view-clinton-for-president/",45.6387281,-122.6614861,"Despite a dark and divisive presidential campaign, a glimmer of light is shining through: There is one candidate who has the experience, demeanor, and uplifting vision necessary to shepherd this nation toward a successful future."
"The Gazette","Cedar Rapids, IA",58000,"C","Mitt Romney","http://www.thegazette.com/subject/opinion/staff-editorial/endorsement-clinton-for-president-20161023",41.9778795,-91.6656232,"Do not throw up your hands and say the game is rigged. Do not put your faith in a candidate who has proved in business and his personal life that he does not have a long-term strategy; that he cannot hold his temper; that he has utter disregard for the common good; that he lacks the basic understanding of governance, public service or what many of us would consider common decency."
"Portland Press Herald","Portland, ME",57500,"C","","http://www.pressherald.com/2016/09/25/our-view-hillary-clinton-is-our-choice-for-president/",43.659024,-70.256626,"In our view, Democrat Hillary Rodham Clinton is one of the most qualified people ever to run for the office, and she easily earns our endorsement. She has both executive branch and legislative experience as well as an expert’s depth of knowledge in both domestic and foreign policy. Electing the first woman president would open millions of doors to millions of women and girls — not just a symbolic victory, but also an actual step forward in the centuries-long struggle for equal rights."
"The Daily Gazette","Schenectady, NY",57323,"C","","http://www.dailygazette.com/news/2016/oct/30/clinton-clear-choice/",42.8142432,-73.9395687,"Even if you agree with everything Donald Trump says is wrong with this country, even if he puts his finger on exactly what troubles you the most, even if his promises sound genuine against a government that has let so many of us down, he is not the man to see his revolt through."
"Corpus Christi Caller-Times","Corpus Christi, TX",57239,"C","No endorsement","http://archive.caller.com/opinion/editorials/our-support-for-hillary-clinton-is-enthusiastic-3da79118-75be-1951-e053-0100007f9177-395461761.html",27.8005828,-97.396381,"The woman who memorably declared that women&rsquo;s rights are human rights and that it takes a village to raise a child is the candidate who has the right priorities and the perceptiveness to make this divided but great country greater."
"Albany Times Union","Albany, NY",56493,"C","Barack Obama","http://www.timesunion.com/tuplus-opinion/article/Editorial-President-Hillary-Clinton-10422449.php",42.647697,-73.754579,"Over the last 15 months, Mr. Trump has tapped some of the most disturbing and despicable themes America has seen in a modern, major-party campaign. He launched his candidacy by vilifying Mexican immigrants as drug dealers, rapists and murderers as the basis for his ridiculous plan to erect a wall on the U.S.-Mexico border, and round up and expel millions of undocumented residents. He called for a total ban on Muslim immigration, milking and stoking Americans&rsquo; fears of terrorism. For the last several months, he has suggested that his supporters engage in voter intimidation by going to polls in election districts in minority neighborhoods, presumably to catch all that imagined voter fraud. He has repeatedly degraded women in the foulest misogynistic terms. He has been embraced by — and has been slow to renounce — white supremacist elements of the far right fringe. As a final desperate, divisive, destructive strategy, he has questioned the legitimacy of our entire election system should he lose."
"The Press Democrat","Santa Rosa, CA",55300,"C","No endorsement","http://www.pressdemocrat.com/opinion/5993912-181/pd-presidential-endorsement-for-hillary",38.356687,-122.7140548,"That brings us to the primary purpose for this early endorsement, to call attention to one candidate in particular who has shown himself to be wholly unqualified for this position — Donald Trump.\nIt is rare that we have encountered someone in national politics who has shown, by his actions, his temperament and propensity for loose-cannon remarks, to be so ill-equipped for the all-important task of serving as commander in chief."
"Bangor Daily News","Bangor, ME",52695,"C","Barack Obama","http://bangordailynews.com/2016/10/07/opinion/editorials/hillary-clinton-has-the-vision-experience-and-temperament-to-serve-as-our-next-president/",44.8011821,-68.7778138,"Clinton’s extensive record and her detailed campaign proposals paint the picture of someone who is committed to using government to make a positive difference in people’s lives, while doing so in a fiscally responsible way that allows the economy to flourish and lets as many people as possible share in the benefits."
"Idaho Statesman","Boise, ID",52280,"C","No endorsement","http://www.idahostatesman.com/opinion/editorials/article108108882.html",43.6187102,-116.2146068,"Two people with strong, urban New York ties wouldn’t seem to bode well for understanding the needs of rural America. But during Clinton’s days in Arkansas, she developed a sensitivity and empathy for small towns and those living agrarian lifestyles. She reinvented herself and, more importantly, educated herself about the issues rural economies and workers face, and in doing so she is better prepared to understand many issues at the heart of our state."
"Erie Times-News","Erie, PA",52201,"C","Barack Obama","http://www.goerie.com/opinion/20161030/our-view-clinton-should-be-nations-next-president",42.1292241,-80.085059,"Clinton is a complicated, polarizing figure whose instinct for secrecy and shortage of candor haven&rsquo;t always served her or the nation well. Still, her intellect, cumulative experience and long record of public service make her a better choice than Republican nominee Donald Trump by a long shot."
"The Forum of Fargo-Moorhead","Fargo, ND",51106,"NO","Mitt Romney","http://www.inforum.com/opinion/editorials/4141471-forum-editorial-time-none-above",46.8771863,-96.7898034,"Donald Trump and Hillary Clinton are among the most flawed candidates in modern times to seek the presidency."
"The Ledger","Lakeland, FL",50180,"NO","No endorsement","http://www.theledger.com/opinion/20161106/editorial-our-advice-show-up-on-tuesday-and-vote",28.039465,-81.949804,"Since then it is a rite of election season for national and local newspapers to express their opinions about who is best suited to occupy the White House. More than 300 daily newspapers have done so this year, for example. The Ledger, however, will not be among them."
"La Opinión","Los Angeles, CA",49953,"C","Barack Obama","http://laopinion.com/2016/10/17/la-opinion-endorses-hillary-clinton/",34.0522342,-118.2436849,"Once she reaches power, as we wish she will, the new president must fulfill the political promises she has made to earn the Latino vote. Among them, promoting and passing immigration reform in her first 100 days in office."
"The State Journal-Register","Springfield, IL",49046,"C","No endorsement","http://www.sj-r.com/opinion/20161022/our-opinion-with-poor-choices-clinton-gets-nod-for-president",39.7817213,-89.6501481,"[Trump&rsquo;s] election would threaten many of the democratic principles our country has held most dear in its 240-year history, and throw America&rsquo;s position with the rest of the world onto dangerous and unpredictable territory."
"The Augusta Chronicle","Augusta, GA",47456,"T","Mitt Romney","http://chronicle.augusta.com/opinion/2016-11-06/issues-trump-everything",33.473498,-82.010515,"We’ve been watching this campaign just as you have. We understand the circumstances are not ideal. Yet, Donald Trump is a successful businessman who knows how this country works and loves it deeply. His opponent is a career government functionary shrouded in ignominy. And she couldn’t be more wrong on the issues most important to most Americans."
"Quad-City Times","Davenport, IA",47308,"C","Mitt Romney","http://qctimes.com/news/opinion/editorial/presidential-endorsement-clinton-is-the-only-option-for-president/article_a96033fe-8c7b-5e69-8968-4fa3a2afbff1.html",41.5236437,-90.5776367,"The foibles of the two candidates aren&rsquo;t even in the same galaxy. Clinton bends the rules with lawyerly imprecision slathered in hubris and entitlement. Trump stomps on the Constitution one amendment at a time."
"The News-Gazette","Champaign-Urbana, IL",47019,"NO","Mitt Romney","http://www.news-gazette.com/opinion/editorials/2016-10-02/nobody-president.html/",40.1105875,-88.2072697,"Can Republicans really take much satisfaction in a Trump presidency, when he is such a political wild card?\nCan Democrats genuinely look forward to four years of a Clinton presidency marked by the stunning dishonesty that could easily have resulted in a criminal indictment for mishandling classified information on her private email systems?"
"The Day","New London, CT",46365,"C","Barack Obama","http://www.theday.com/editorials/20161009/hillary-clinton-is-candidate-ready-to-lead",41.35516,-72.094832,"Americans must reject promises that industrial jobs can suddenly be restored by renegotiating trade deals, a tactic that instead invites economically damaging trade wars. They must reject a huckster who says he can quickly dispatch of our enemies with a secret plan. They must reject the un-American notions of rounding up millions of people for mass deportation or banning, because of irrational fears, members of a specific religious group from entering our country.  They must reject a candidate who ignores the scientific evidence of man-made climate change and who would roll back hard-won reproductive rights for women."
"The Dispatch / The Rock Island Argus","Moline, IL",45104,"NO","Mitt Romney","http://www.qconline.com/editorials/editorial-for-u-s-president/article_407bd749-81cf-5ba5-ac2f-7dbaf2514ecf.html",41.5067003,-90.5151342,"This campaign has done nothing to advance the cause of democracy in the world, ease fears of widespread violence and terrorism, help to bring disparate sides in Washington, D.C., closer together, or instill confidence in the Quad-Cities and elsewhere."
"Santa Barbara News-Press","Santa Barbara, CA",44912,"T","Mitt Romney","http://www.newspress.com/Top/Article/article.jsp?Section=OPINIONS-LETTERS&ID=567633525868724261",34.4208305,-119.6981901,""
"Republican-American","Waterbury, CT",43403,"T","Mitt Romney","http://www.rep-am.com/opinion/editorials/2016/11/05/we-endorse-11/",41.558153,-73.051496,"If he becomes president, he would be wise to surround himself with capable advisers, listen to them and craft truly conservative policies. A good place to start would be reversing the Obama administration’s anti-business agenda that has worn down the economy and strained the federal budget. There is reason to believe Mr. Trump gets this. Meanwhile, for the sake of national security and the dignity of the presidency, Mr. Trump should think before he speaks."
"Asheville Citizen-Times","Asheville, NC",43096,"C","Barack Obama","http://www.citizen-times.com/story/opinion/editorials/2016/09/30/view-clinton-qualified-pick-th-us-president/91315090/",35.5950581,-82.5514869,"North Carolina has witnessed more than its fair share of extremist political volleying this year, to the detriment of our economy and to our citizens&rsquo; best interest. Now more than ever, we need a leader who will work across the aisle to bridge those gaps – a task Clinton has taken on with great success for decades."
"Courier-Post","Cherry Hill, NJ",43096,"C","","http://www.courierpostonline.com/story/opinion/editorials/2016/10/12/editorial-clinton-should-next-president/91843046/",39.926813,-75.0246312,"Clinton listens to differing opinions, owns up to her mistakes and moves forward. She is among the most qualified and most vetted candidates ever to seek our nation’s highest office, and she has what it takes to command our troops, stabilize the Supreme Court, fix our aging infrastructure and guide a shift to cleaner energy to meet the challenge of climate change."
"El Paso Times","El Paso, TX",42855,"C","Barack Obama","http://www.elpasotimes.com/story/opinion/2016/09/30/editorial-hillary-clinton-clear-choice-president/91322782/",31.879054,-106.421044,"A Trump presidency would be a disaster for our country, and worse for those of us on the border. His promises to make Mexico pay for a needless wall between our nations, and his vow to unilaterally terminate vital trade agreements, would disrupt one of the United States’ most important international relationships and set the border economy back decades."
"The Patriot Ledger","Quincy, MA",42533,"C","","http://www.patriotledger.com/opinion/20161029/our-opinion-hillary-clinton-for-president",42.2528772,-71.0022705,"On Oct. 13, Donald Trump framed the 2016 election this way:\nThis is our moment of reckoning as a society and as a civilization itself.\nHe could not be more right, and for that reason we endorse Hillary Clinton for president."
"The Sun","Lowell, MA",42000,"NO","Mitt Romney","http://www.lowellsun.com/breakingnews/ci_30496810/editorial-why-we-cant-endorse-donald-trump-or",42.641947,-71.316812,"Unlike Trump, we know what to expect from a Clinton presidency  higher taxes; more vacillation on immigration; a far-left Supreme Court, shaping that body for years, if not decades; the same feckless foreign policy that continues Obama administration&rsquo;s listless drift; and only minor tweaks to the Obamacare disaster."
"Bucks County Courier Times","Levittown, PA",41173,"NO","Mitt Romney","http://www.buckscountycouriertimes.com/opinion/guest/our-effort-to-help-voters-sift-through-the-noise/article_1a89829b-78de-568d-8f6a-79ab6d4de917.html",40.143943,-74.81367,"Neither presidential candidate is ideal. Both have huge flaws, yet one of them is going to be the leader of the free world. The abundance of information at voters&rsquo; fingertips and eardrums is an avalanche for the public to make their decision on who might best serve the country the next four years. It&rsquo;s your call now."
"The Sun News","Myrtle Beach, SC",40944,"C","Barack Obama","http://www.myrtlebeachonline.com/opinion/editorials/article106432047.html",33.6890603,-78.8866943,"Truth. Transparency. Humility. Temperament. In all these character traits, Trump is far more lacking than Clinton."
"The Vindicator","Youngstown, OH",39776,"C","Barack Obama","http://www.vindy.com/news/2016/nov/01/for-president-clinton--with-much-apprehe/",41.1011155,-80.6543904,"Trump’s public attack on the press and his contention that it should be easier for Americans to sue reporters are assaults on the very foundation of democracy."
"The Free Lance-Star","Fredericksburg, VA",39598,"NO","Barack Obama","http://www.fredericksburg.com/opinion/editorials/editorial-for-president/article_577e23c9-ed35-5479-b1c4-063a616274ac.html",38.3031837,-77.4605399,"Whenever The Free Lance-Star&rsquo;s editorial board takes a stand for a particular candidate, it is based on the belief that he or she is the best choice for the good of our nation and our community. It is not a decision made out of party loyalty, or one of selecting the lesser of evils.\nFor those reasons and others, we do not endorse a candidate for president in the Nov. 8 election."
"The Waterloo-Cedar Falls Courier","Waterloo, IA",39088,"NO","Mitt Romney","http://wcfcourier.com/news/opinion/editorial/we-don-t-endorse-but-we-do-worry/article_260640ef-259a-5f06-93f8-ae699e9ff2c6.html",42.5083525,-92.3725204,"We do not find any candidate inspiring, capable of healing divisions, offering much vision or providing leadership."
"Traverse City Record-Eagle","Traverse City, MI",39032,"C","","http://www.record-eagle.com/opinion/editorial-clinton-the-only-choice-in-november/article_a46041f0-900f-11e6-a82b-eb57d3dfbd36.html/",44.7630567,-85.6206317,"Each day that ticks past moves our nation closer to possibly the most important presidential election in recent history — and proves there is only one serious candidate in the race: Democrat Hillary Clinton."
"Herald & Review","Decatur, IL",38427,"C","Mitt Romney","http://herald-review.com/news/opinion/editorial/our-views-trump-unfit-for-president-clinton-is-better-choice/article_b7322591-085c-56d2-92cb-68e5004f5ab6.html",39.8403147,-88.9548001,"Simply put, Trump lacks the temperament, maturity and depth of knowledge required to be commander in chief."
"Northwest Herald","Crystal Lake, IL",38000,"NO","Mitt Romney","http://www.nwherald.com/2016/10/14/endorsement-u-s-president-no-endorsement/au2m9k7/?page=2",42.2411344,-88.3161965,"In these unprecedented times, we find ourselves in the unprecedented situation of not being able to reach a consensus on a qualified and viable candidate. We simply cannot recommend any of the candidates in the 2016 presidential race. "
