"newspaper","location","circulation","e2016","e2012","link","lat","lng","blurb"
"The Daily Star","Oneonta, NY",9314,"C","","http://www.thedailystar.com/opinion/editorials/in-our-opinion-we-endorse-hillary-clinton-for-president/article_4df43b20-a28d-599a-9e8b-73e83ffabfbe.html",42.4528571,-75.0637746,"A president’s first and most important duty is to keep Americans safe. Clinton’s background, her intense interest in and study of foreign affairs and her experience in dealing with domestic and overseas terrorism are in marked contrast with Trump’s cavalier attitude and unwillingness to tell the public specifics about what how he would counter threats from ISIS and others who would harm our country."
"Tiffin Advertiser-Tribune","Tiffin, OH",9200,"NC","","http://www.advertiser-tribune.com/opinions/editorials/2016/10/eager-for-change-dont-vote-for-clinton/",41.1144992,-83.1779746,"Clinton’s plan to accelerate the government’s assault on coal, natural gas and oil, rules her out as an option for Buckeye State voters."
"The Meadville Tribune","Meadville, PA",9049,"C","Barack Obama","http://www.meadvilletribune.com/opinion/editorials/editorial-hillary-clinton-is-best-prepared-to-be-president/article_e96d8850-8cb5-11e6-95c8-9be7d5082cea.html",41.6414438,-80.1514484,"Hillary Clinton has honed these skills. Donald Trump, by contrast, does not have comparable experience or the demeanor for the job. He is easily goaded, impatient, insensitive and a demagogue. He doesn’t believe in fact-based discussion of issues. He plays on public fear and anger, shooting from the lip."
"McAlester News-Capital","McAlester, OK",9000,"C","","http://www.mcalesternews.com/news/local_news/mn-c-endorses-hillary-clinton/article_004cccef-ee50-52b0-aaa3-2c28f333d5a8.html/",34.9334298,-95.7697131,"As America struggles with political and racial division, the president of this country needs to have a calm, reasoned approach and be a unifier — not a divider. Trump’s comments and positions on immigration are inflammatory and insulting to a huge swath of Americans. His derogatory comments about women are beyond troublesome. The list of his startling and frightful statements — and policy positions — overwhelmingly show he is not qualified for the office."
"News-Press","Stillwater, OK",8672,"C","","http://www.stwnewspress.com/opinion/our-view-best-choice-for-president/article_79b3b296-91bf-11e6-b0ed-77fa6e31c445.html",36.1156071,-97.0583681,"While Trump’s campaign has raised and elevated a number of significantly important issues – immigration, national security, trade, middle class economic angst, law enforcement, and others – his personal remarks, actions and attitudes cannot be overlooked."
"Herald-Banner","Greenville, TX",8267,"C","Barack Obama","http://www.heraldbanner.com/opinion/clinton-only-candidate-qualified-to-serve/article_09597594-8d19-11e6-8ad0-e73629d9d444.html",33.1384488,-96.1108066,"We’re not thrilled with all aspects of Clinton’s record, but we find her far preferable to Republican Donald Trump, who has been unmasked during the campaign as out of step with key conservative principles and unfit for high public office."
"Mt. Vernon Register-News","Mt. Vernon, IL",8215,"C","","http://www.register-news.com/opinion/endorsement-clinton-is-clear-choice-for-president/article_c6af7a5f-60f8-52b8-a8e3-089e1f04c7d6.html",38.3172714,-88.9031201,"Republican Donald Trump has consistently displayed traits that are frighteningly dangerous if he were to be trusted with the awesome responsibility of being commander in chief and the most powerful person in the world — narcissism, impatience, impulsiveness, fear-mongering, misogyny, and xenophobia among them."
"The Citizen","Auburn, NY",7925,"C","Barack Obama","http://auburnpub.com/news/opinion/editorial/the-citizen-endorsement-clinton-clearly-the-best-choice-for-u/article_8a2a2818-787b-58f3-b6f5-705334c5f704.html",42.932258,-76.568339,"There are a lot of words to describe Donald Trump as a candidate for the highest office, but perhaps the most all-encompassing term is &lsquo;demagogue.&rsquo; "
"Duncan Banner","Duncan, OK",7875,"C","","http://www.duncanbanner.com/oklahoma/editorial-trump-comments-make-clinton-only-option-for-president/article_32e1f288-9246-11e6-88fc-87b951aedd93.html",34.5023028,-97.9578128,"We do not come to this lightly. Ours is a conservative community that values fiscal restraint and cherishes Biblical principles. We yearn for a candidate who exemplifies those characteristics. But we must vote on the ballots we are given, and our common values are the precise reason for our choice.\nIt is impossible to champion our community’s shared ideals and accept Trump’s behavior."
"Ada Evening News","Ada, OK",7871,"C","","http://www.theadanews.com/news/editorial-ada-news-endorses-hillary-clinton/article_b6275b0e-8feb-11e6-b177-1bde85ba2c69.html",34.774531,-96.6783449,"Simply put, Clinton is the one candidate who presents the opportunity for steady, reliable leadership abroad and here at home. Trump’s policies, meanwhile, represent a dark, dangerous direction for the nation if implemented."
"Juneau Empire","Juneau, AK",7500,"T","","http://juneauempire.com/opinion/2016-11-06/editorial-alaska-needs-real-change-white-house",58.327398,-134.466737,"[A] President Trump administration, we believe, would provide the disruptive force necessary for the federal government to rethink its policies in Alaska. On almost every issue — secure borders, a strong military, government regulation, health care — Trump’s proposals would benefit Alaskans."
"Hudson Star-Observer","Hudson, WI",7335,"NO","Mitt Romney","http://www.hudsonstarobserver.com/opinion/editorials/4145335-president-none-above",44.9746896,-92.7568703,"Donald Trump and Hillary Clinton are among the most flawed candidates in modern times to seek the presidency."
"East Oregonian","Pendleton, OR",7000,"C","Barack Obama","http://www.eastoregonian.com/eo/editorials/20161021/our-view-clinton-the-only-choice-for-president",45.672075,-118.7885967,"Quite simply: Trump represents the worst of America, is an affront to the essential values of this country and has no business anywhere near the White House."
"Peninsula Clarion","Kenai, AK",7000,"T","Mitt Romney","http://peninsulaclarion.com/opinion/2016-11-05/washington-dc-needs-a-shakeup",60.554444,-151.258333,"[T]he question voters should consider is which candidate’s future administration will be more receptive to policy changes that allow Alaska to move forward.\nThe answer to that question, for better or for worse, is the Republican nominee, Donald Trump."
"Barre Montpelier Times Argus","Barre, VT",6915,"C","","http://www.timesargus.com/article/20161103/OPINION01/161109916",44.197799,-72.502067,"The role of president demands more than a willingness to denounce, attack and cheat. It demands respect for the American people, in all their variousness, and a willingness to weave together policies that serve multiple competing interests. Leadership requires understanding of others."
"Taunton Daily Gazette","Taunton, MA",6576,"C","","http://www.tauntongazette.com/opinion/20161030/our-opinion-hillary-clinton-for-president",41.900101,-71.0897674,"Clinton is uniquely qualified for the presidency. More than 30 years of public service give her a decisive edge. She has a record of accomplishments and positions that can be criticized, fairly or not, yet on balance it is her experience that makes her the superior choice by far, and one of the strongest candidates for the office in many years."
"The Aspen Times","Aspen, CO",6500,"C","Barack Obama","http://www.aspentimes.com/opinion/aspen-times-editorial-clinton-for-president/",39.189624,-106.821528,"Is she charismatic or a great orator? That’s debatable, but one thing is clear: Hillary Clinton is an astute and savvy a politician as they come and won’t let America’s image go spiraling into the waste bin of modern history. As for opponent Donald Trump, his explosive, freewheeling rhetoric for the past 18 months should not only give Americans pause, it should make us frightened."
"The Daily Astorian","Astoria, OR",6307,"C","Barack Obama","http://www.dailyastorian.com/editorials/20161014/endorsement-hillary-clinton-should-be-our-next-president",46.1878841,-123.8312534,"Hillary Clinton, by contrast, is fully capable of leading our country. By becoming president she would break barriers that shouldn’t exist. She has prior top-level experience as secretary of state and as first lady of the country while her husband, Bill, was president. She has the professionalism, temperament and sophistication to lead this country, as evidenced by her steady composure during the debates with Trump where he imploded in front of a worldwide audience."
"The Bemidji Pioneer","Bemidji, MN",6102,"NO","Mitt Romney","http://www.bemidjipioneer.com/opinion/editorial/4143438-presidential-editorial-time-president-none-above",47.447606,-94.862768,"Donald Trump and Hillary Clinton are among the most flawed candidates in modern times to seek the presidency."
"News and Tribune","Jeffersonville, IN",6052,"C","","http://www.newsandtribune.com/indiana/opinion/editorial-hillary-clinton-for-president/article_e82f369e-31b7-5546-9606-facb3916b226.html",38.270993,-85.740131,"We endorse Hillary Clinton’s candidacy because she possesses the knowledge and experience to be an effective president. Even when her behavior is benign, her bunker mentality and secretiveness make it look as though she has something to hide — true or not. She, however, has acknowledged these mistakes."
"Daily Globe","Worthington, MN",6041,"NO","Mitt Romney","http://www.dglobe.com/opinion/editorials/4143873-forum-communications-co-editorial-time-president-none-above",43.6210985,-95.5941436,"Donald Trump and Hillary Clinton are among the most flawed candidates in modern times to seek the presidency."
"Oroville Mercury-Register","Oroville, CA",5852,"NO","Mitt Romney","http://www.orovillemr.com/opinion/20161018/editorial-for-president-we-cannot-endorse-anybody",39.5137752,-121.556359,"If there’s ever a good reason to vote for a third-party candidate, this election provides it. Gary Johnson, the Libertarian candidate, has at least run a state, serving as New Mexico’s governor, but he shows an alarming lack of knowledge on some issues, starting with foreign affairs. The more he talks about his outlandish ideas on things like taxation and eliminating much of the federal government, the more uninformed he sounds."
"The Dickinson Press","Dickinson, ND",5758,"NO","Mitt Romney","http://www.thedickinsonpress.com/opinion/editorials/4142001-our-view-time-president-none-above",46.8791756,-102.7896242,"Donald Trump and Hillary Clinton are among the most flawed candidates in modern times to seek the presidency."
"The Daily Leader","Brookhaven, MS",5700,"NO","","http://www.dailyleader.com/2016/11/05/no-one-fit-to-endorse-this-year/",31.579059,-90.440651,"Trump appears to us to be an unrepentant, narcissistic liar. Clinton, who on paper is more qualified, is no better when it comes to character, morality or decency. Neither of these people appear to subscribe to any particular set of principles or beliefs, except what benefits them in any given situation."
"Tahlequah Daily Press","Tahlequah, OK",5688,"C","","http://www.tahlequahdailypress.com/opinion/editorials/trump-s-intolerant-remarks-disqualify-him-as-president/article_bedae050-736c-53b3-a667-350946d8ac2e.html",35.91537,-94.969956,"Democrat Hillary Clinton is the only candidate with the experience, qualifications and respect necessary to be the next leader of the free world."
"The Huntsville Item","Huntsville, TX",5506,"C","","http://www.itemonline.com/opinion/editorials/guest-editorial-only-choice-for-president-is-clinton/article_c8b165c5-ee31-5134-8aa6-e7336410dd9f.html",30.7235263,-95.5507771,"Hillary Clinton, for all her faults, understands the need for political parties to come together at times for the sake of constructing legislation that serve the people. Her ability to react rationally during a national security crisis stands far above Trump’s."
"Carroll Daily Times Herald","Carroll, IA",5456,"NO","Barack Obama","http://www.carrollspaper.com/Content/Default/Homepage-Rotating-Articles/Article/We-trust-you-our-readers-on-Nov-8/-3/449/23333",42.064474,-94.86567,"What’s more, like our country today, the ownership of this newspaper is split in its politics. We could not, even if we wanted to, speak with unananimity of voice for the top offices on the ballot."
"Greensburg Daily News","Greensburg, IN",5444,"C","","http://www.greensburgdailynews.com/indiana/opinion/editorial-hillary-clinton-for-president/article_9cdfad9a-fcdc-5b9b-8e90-72f5fabc9277.html",39.3372722,-85.483581,"The presidency demands an even temper, curiosity, patience, diplomatic skills and self-restraint. The man or woman elected to that office truly is the leader of the free world. Hillary Clinton has exhibited such traits as first lady, U.S. senator and secretary of state."
"The Milford Daily News","Milford, MA",5340,"C","Barack Obama","http://www.milforddailynews.com/opinion/20161030/editorial-hillary-clinton-for-president",42.1398577,-71.5163049,"She has a deep knowledge of nearly every corner of public policy. She’s been to more countries than most of us could name, knows their leaders, their politics and their issues. She knows from long experience how Congress works, and why it often doesn’t. "
"The News Virginian","Waynesboro, VA",5298,"C","","http://www.dailyprogress.com/newsvirginian/editorial-by-default-clinton-the-only-choice-for-president/article_2062174e-8dbb-11e6-80d8-47b000aa09d4.html",38.0684692,-78.8894682,"[O]ur opposition to Trump has nothing to do with the letter &lsquo;R&rsquo; after his name — or the letter &lsquo;D,&rsquo; &lsquo;L&rsquo; or &lsquo;G&rsquo; after his opponents’. Instead, it has everything to do with his total lack of fitness to serve as president."
"The Woodward News","Woodward, OK",4908,"C","","http://www.woodwardnews.net/opinion/guest-editorial-clinton-s-the-choice/article_a12eb6f0-8e44-11e6-bb94-2f245585d1e0.html",36.4336481,-99.3903862,"For our newspaper — a historically conservative voice in a conservative, Republican region of arguably the reddest state in the union — endorsing a Democrat for president is truly an exception."
"The Bernardsville News","Bernardsville, NJ",4891,"C","Barack Obama","http://www.newjerseyhills.com/bernardsville_news/opinion/editorial/editorial-vote-for-hillary-clinton-on-tuesday-nov/article_6442156e-bf6c-55ac-9e5a-a4b944264899.html",40.7187119,-74.569324,"Rarely has a presidential choice been more clear; she, as a former First Lady, former U.S. Senator, former Secretary of State, is hands-down the most qualified candidate to run for president of the United States in decades and we are proud to endorse her."
"Waxahachie Daily Light","Waxahachie, TX",4787,"T","","http://www.waxahachietx.com/news/20161017/wdl-trump-for-potus",32.3865312,-96.8483311,"This is the time for American politics to be uprooted in a way that enables the country to shed the corruption of the past while embracing a new approach to governing that permeates the fertile soil of opportunity, strength, innovation and hope in America. Mr. Trump is the man to do it."
"Canon City Daily Record","Canon City, CO",4765,"C","Mitt Romney","http://www.canoncitydailyrecord.com/opinion/editorial/ci_30489956/editorial-hillary-clinton-has-resume-job-president",38.44395,-105.230649,"The Oval Office is still the most powerful office on the planet, and the person who occupies it must comprehend the gravity of the job. It requires self control, as the words and the actions of the president can put the lives of hundreds or thousands in jeopardy. Hillary Clinton is the candidate who is best able to maintain a reliable policy toward allies and foes."
"Jamestown Sun","Jamestown, ND",4716,"NO","Mitt Romney","http://www.jamestownsun.com/opinion/editorials/4143305-time-president-none-above",46.9105438,-98.7084357,"Donald Trump and Hillary Clinton are among the most flawed candidates in modern times to seek the presidency."
"The Express-Star","Chickasha, OK",4670,"C","","http://www.chickashanews.com/opinion/trump-s-multiple-shortcomings-make-him-a-poor-candidate-for/article_9f4e630c-923c-11e6-9e3e-f39d631c9796.html",35.052565,-97.9364326,"Clinton’s failures pale compared to Trump’s. Far from a defender of freedom, he vows to ban people’s entry into the U.S. based upon religious belief. He wears his history of tax-avoidance as a badge of honor. He is unscrupulous, lying directly to the media and voters. We don’t recall a time in history that any other candidate could have weathered the storm that has followed Trump – yet he endures."
"The Times-Gazette","Hillsboro, OH",4300,"T","","http://timesgazette.com/opinion/11004/our-view-endorsements",39.2022866,-83.611587,"Despite his obvious flaws as a candidate, Donald Trump best represents the drastic shakeup that Washington needs, and best reflects the conservative fiscal and social issue values that are important to the people of southern Ohio. "
"Ashland Daily Tidings","Ashland, OR",3800,"C","","http://www.dailytidings.com/news/20161031/our-view-two-scary-words",42.1945758,-122.7094767,"There is no rational alternative to voting for Hillary Clinton for president of the United States."
"Daily Sun News","Sunnyside, WA",3300,"J","","http://www.dailysunnews.com/news/2016/nov/02/our-pick-elect-gary-johnson-president/",46.323742,-120.008654,"More than ever, Americans need and deserve a choice other than the tainted past, and present, Republicans and Democrats are offering in Donald Trump and Hillary Clinton."
"Mineral Wells Index","Mineral Wells, TX",3119,"C","","http://www.mineralwellsindex.com/opinion/opinion-clinton-the-only-choice-for-president/article_e0cdef4e-8f32-11e6-b89a-2f9cf2784e29.html",32.8084605,-98.1128223,"Trump is an unfathomable enigma. His self-assertive and boastful style attracts many potential voters because he speaks freely on any topic. The worrisome parts of his candidness are a tendency to insult ethnic and religious groups, his callous comments about women, and his endless contradictions on issues."
"Daily Review Atlas","Monmouth, IL",1328,"NO","No endorsement","http://www.reviewatlas.com/opinion/20161013/editors-notebook-r-m-not-endorsing-for-nov-8-election",40.9114271,-90.6473576,"While we believe newspaper endorsements have value to readers, especially with regard to local races, we simply don’t have the staffing to conduct the process well."
